Claim_ID,Food_ID,Receiver_ID,Status,Timestamp,Receiver_Name,Receiver_Type,Receiver_City,Receiver_Contact,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Provider_Name,Address,Provider_City,Provider_Contact,Days_To_Expiry,Hour,Day
334,447,811,Cancelled,2025-03-18 17:27:00,Scott Schroeder,Shelter,Markfurt,001-229-042-2531x276,Soup,21,2025-03-26,736,Supermarket,East Anthony,Vegetarian,Lunch,Reed LLC,"9132 Garcia Estates
North Carolynshire, TX 77749",East Anthony,427.554.1262,7,17,18
335,453,643,Cancelled,2025-03-11 19:10:00,Mary Morrow,NGO,Melaniehaven,001-995-921-9720x7901,Fish,21,2025-03-21,664,Catering Service,Jeffreyshire,Vegetarian,Lunch,Caldwell PLC,"07281 Daniel Viaduct
Gabrielmouth, OK 76168",Jeffreyshire,+1-608-327-2565x3004,9,19,11
336,164,185,Cancelled,2025-03-17 11:49:00,Shannon Pineda,Individual,Lake Amanda,129-249-0893x786,Dairy,22,2025-03-27,432,Restaurant,Carolchester,Vegan,Dinner,Meyer and Sons,"08209 Eaton Streets Apt. 968
South Laurenside, RI 88383",Carolchester,001-738-662-6338,9,11,17
337,405,756,Completed,2025-03-03 19:58:00,Emma Anderson,NGO,Lake Michelle,001-369-347-5266,Bread,16,2025-03-20,241,Catering Service,Devinmouth,Vegetarian,Lunch,"Harper, Blake and Alexander","882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,(144)381-3923,16,19,3
338,609,301,Pending,2025-03-21 04:08:00,Kristina Simpson,NGO,Melissaport,3752453906,Bread,38,2025-03-23,541,Catering Service,West Karen,Vegetarian,Breakfast,Lewis-Deleon,"PSC 3880, Box 0574
APO AE 02776",West Karen,399-298-6885x917,1,4,21
339,52,497,Completed,2025-03-06 23:14:00,Miss Jamie Gonzalez DDS,Charity,Proctorville,(011)132-1619x1390,Vegetables,23,2025-03-29,460,Grocery Store,Lake Justin,Non-Vegetarian,Snacks,"Gutierrez, Anthony and Shannon","6787 Jamie Fords Suite 103
Wademouth, IL 18159",Lake Justin,2924416283,22,23,6
340,148,495,Completed,2025-03-10 23:31:00,Andrea Meyer,Individual,Christophertown,001-579-575-4238x796,Pasta,16,2025-03-18,650,Restaurant,Garzaville,Non-Vegetarian,Breakfast,Pugh Group,"53593 Andrew Vista Apt. 903
Martinfurt, KY 87501",Garzaville,+1-089-261-9866x15160,7,23,10
341,386,473,Completed,2025-03-10 14:46:00,Justin Powell,Shelter,Port Sarah,001-823-112-3947x46965,Salad,30,2025-03-22,697,Restaurant,Padillatown,Vegetarian,Snacks,"Rodriguez, Thomas and Foster","792 Mathews Course Suite 808
Kevinmouth, MD 24910",Padillatown,564-331-0431,11,14,10
342,892,999,Cancelled,2025-03-11 06:57:00,Cheyenne Ramsey,NGO,Lake Jeffery,001-326-320-4816x15300,Bread,42,2025-03-19,405,Supermarket,Kevinfort,Vegetarian,Dinner,"Mills, Smith and Martin","04051 Murray Forge Suite 530
Seanmouth, MN 69922",Kevinfort,(202)949-6624,7,6,11
343,553,62,Pending,2025-03-18 15:08:00,Nichole Lewis,NGO,North Catherinefurt,777-445-5269x5255,Salad,36,2025-03-24,93,Supermarket,New Daniel,Vegan,Breakfast,"Davis, Vaughan and Shepherd","89992 Quinn Plain Apt. 912
North Laura, IN 05742",New Daniel,(147)151-2023x6618,5,15,18
344,992,160,Cancelled,2025-03-10 21:51:00,Tracy Hartman,Charity,South Jill,+1-947-203-9101,Salad,25,2025-03-26,257,Supermarket,Lake Coryhaven,Vegan,Breakfast,James Group,"27163 Jennifer Roads
Williamsside, ID 07654",Lake Coryhaven,001-385-215-0963x215,15,21,10
345,223,440,Pending,2025-03-17 12:29:00,Alexander Walsh,Individual,Troyshire,001-443-638-7858x7009,Bread,38,2025-03-17,524,Grocery Store,West Amandafurt,Vegan,Snacks,Torres Ltd,"7676 Estes Harbor Suite 218
Brandonmouth, SC 41497",West Amandafurt,(283)833-1998,-1,12,17
346,548,87,Pending,2025-03-15 06:06:00,Tammy Walker MD,Charity,West Ronaldland,(982)044-7177,Fish,26,2025-03-19,714,Catering Service,North William,Vegan,Snacks,Ramos Group,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,3,6,15
347,564,283,Pending,2025-03-11 20:37:00,Edward Cook,Charity,Isaiahtown,990-534-5202x158,Fish,29,2025-03-28,518,Grocery Store,Anneville,Non-Vegetarian,Lunch,"Hill, Davis and Stewart","6315 Jonathan Views Suite 276
Jerryhaven, TX 90986",Anneville,+1-608-953-5542x841,16,20,11
348,291,876,Cancelled,2025-03-07 05:24:00,Jeremy Robinson,NGO,Jamesview,001-097-198-3229x7777,Salad,12,2025-03-19,785,Catering Service,Lindseybury,Vegetarian,Breakfast,Crane LLC,"32159 Bradley Canyon
Stevensonside, VA 33070",Lindseybury,001-004-545-5901x1754,11,5,7
349,262,245,Pending,2025-03-05 19:39:00,Rebecca Sanchez,Shelter,New Craig,586-413-7361,Dairy,47,2025-03-30,693,Restaurant,Raybury,Vegetarian,Breakfast,Salazar PLC,"384 Allison Ports
North Rachel, CT 22924",Raybury,180-591-9657x697,24,19,5
350,909,554,Completed,2025-03-19 18:27:00,Margaret Mccullough,Charity,Ortizmouth,888-890-3956,Fish,10,2025-03-28,831,Catering Service,Lewishaven,Vegan,Snacks,Figueroa Inc,"5678 Washington Pines Suite 444
Millerfurt, DE 55779",Lewishaven,107.592.8920,8,18,19
351,528,936,Pending,2025-03-02 10:41:00,Jacob Horton,NGO,Port Douglasland,+1-286-744-5283x04031,Chicken,6,2025-03-27,677,Grocery Store,Williamsmouth,Vegan,Snacks,"Gonzalez, Dunn and Oconnell","778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,24,10,2
352,427,797,Completed,2025-03-19 07:00:00,Robert Becker,Charity,Danielland,060.756.0612,Soup,34,2025-03-18,338,Catering Service,Adambury,Non-Vegetarian,Lunch,Ibarra LLC,"064 Andrea Land Suite 946
Lake Melody, ME 49581",Adambury,6703380260,-2,7,19
353,730,258,Pending,2025-03-07 21:29:00,Scott Grant,Individual,Port Samantha,001-691-849-8860x97955,Soup,15,2025-03-19,372,Restaurant,Lewisberg,Vegan,Lunch,Elliott-Jones,"Unit 8546 Box 6518
DPO AE 36672",Lewisberg,690.272.6499,11,21,7
354,608,873,Pending,2025-03-09 15:33:00,Darius Reid,Charity,Port Philipmouth,(306)939-5162,Vegetables,27,2025-03-28,17,Catering Service,West Dawn,Non-Vegetarian,Dinner,Miller Ltd,"355 Rogers Ferry Suite 116
East Stevenburgh, MD 93961",West Dawn,(876)537-9861x93433,18,15,9
355,398,880,Pending,2025-03-08 23:39:00,Kristen Foster,Shelter,North Ricardo,749.252.8592,Dairy,27,2025-03-20,802,Catering Service,North Katherineshire,Non-Vegetarian,Snacks,Williams Inc,"269 Isaiah Point Suite 901
Lake Shaneville, KS 49945",North Katherineshire,(134)266-7104x2168,11,23,8
356,840,663,Cancelled,2025-03-17 06:07:00,Michael English,NGO,Lake Daniel,612.320.3740,Dairy,43,2025-03-16,548,Supermarket,Lisamouth,Vegan,Snacks,"House, James and Miller","52465 Danielle Forge Suite 949
Walterschester, CT 88915",Lisamouth,070-175-5725,-2,6,17
357,536,704,Cancelled,2025-03-08 02:25:00,Jason Lowe,NGO,Sarahside,063.115.0253,Rice,13,2025-03-19,683,Grocery Store,Christinetown,Vegan,Dinner,Pratt Ltd,"2440 Bauer Drive
Wellsstad, PA 54419",Christinetown,001-318-035-8959x2452,10,2,8
358,562,717,Completed,2025-03-09 12:56:00,Jonathon Gregory,Individual,Shortfort,040-511-7461x377,Dairy,3,2025-03-30,906,Supermarket,West Kevin,Vegan,Dinner,Wright LLC,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,20,12,9
359,107,531,Cancelled,2025-03-14 22:15:00,Alexandra Rogers,Charity,Paulaburgh,911-326-3274x85954,Salad,29,2025-03-25,464,Catering Service,Port Jacob,Vegetarian,Breakfast,Barber Ltd,"9428 Garcia Loop Apt. 919
Amberfurt, KY 73455",Port Jacob,001-045-508-9337x308,10,22,14
360,743,324,Cancelled,2025-03-08 00:38:00,Kristine Martin,NGO,Thompsonhaven,444.954.4127x16438,Chicken,46,2025-03-29,308,Catering Service,Brittanyside,Vegan,Breakfast,Doyle LLC,"8157 Tammy Road
West Stephenchester, NC 16381",Brittanyside,0312154595,20,0,8
361,882,809,Pending,2025-03-08 05:54:00,Karen Cain,Individual,East Daisybury,506-960-4185x0865,Salad,43,2025-03-23,138,Grocery Store,North Sherrimouth,Vegan,Lunch,"Jones, Rojas and Brown","3671 Hansen Loaf
Port Nicholas, VT 97420",North Sherrimouth,490.519.3490x03679,14,5,8
362,538,9,Cancelled,2025-03-02 09:04:00,Emily Turner,Shelter,West Robert,001-631-022-6157x520,Dairy,18,2025-03-29,840,Restaurant,Cisnerostown,Vegetarian,Lunch,Farmer Ltd,"594 Patel Road Suite 676
Autumnborough, AK 45847",Cisnerostown,924.147.5562x1759,26,9,2
363,687,131,Pending,2025-03-13 19:31:00,Shawn Mills,Charity,Jeffhaven,+1-951-192-1790,Pasta,5,2025-03-29,326,Supermarket,Lake Alicia,Vegan,Lunch,"Bender, Jordan and Bennett","635 Herrera Trafficway
Huynhside, CT 11395",Lake Alicia,001-194-509-7599x83421,15,19,13
364,822,576,Completed,2025-03-10 21:47:00,Justin Lopez,Individual,East Stephenton,(526)153-8449x436,Dairy,27,2025-03-25,237,Supermarket,Frederickside,Vegan,Lunch,"White, Crawford and Pearson","4785 Felicia Circle Suite 239
North Melissa, KY 96802",Frederickside,958.016.7653x7393,14,21,10
365,207,152,Pending,2025-03-07 03:03:00,Jasmine Miranda,Individual,Caseyland,913.509.4800x3395,Salad,42,2025-03-23,523,Restaurant,Lake Lorrainefort,Vegetarian,Dinner,"Roberts, Howard and Bender","67885 Avila Crossroad Suite 550
Anthonymouth, WY 53169",Lake Lorrainefort,+1-414-385-0073x51267,15,3,7
366,695,691,Pending,2025-03-02 18:29:00,Brittany Williams,Individual,Christinehaven,078.314.8173x43041,Fruits,17,2025-03-23,176,Restaurant,East John,Vegetarian,Breakfast,Allen-Mccullough,"3715 White Gardens Apt. 568
South Sarah, AK 76176",East John,8921994982,20,18,2
367,262,688,Completed,2025-03-07 19:46:00,Jeffrey Turner,Charity,East Tiffanyview,001-321-160-3094x50214,Dairy,47,2025-03-30,693,Restaurant,Raybury,Vegetarian,Breakfast,Salazar PLC,"384 Allison Ports
North Rachel, CT 22924",Raybury,180-591-9657x697,22,19,7
368,788,682,Pending,2025-03-16 11:59:00,Paige Lewis,Shelter,Karenfort,(150)608-5231x697,Fish,26,2025-03-30,34,Grocery Store,North Garybury,Vegan,Dinner,"Cooper, Smith and King","439 Barnes Courts Apt. 349
South Gregory, MO 73315",North Garybury,+1-812-193-0704x61726,13,11,16
369,84,105,Completed,2025-03-10 02:34:00,Trevor Wilson,NGO,North Pamela,001-651-719-1403x4050,Rice,25,2025-03-23,967,Grocery Store,Coleburgh,Vegan,Snacks,Miller Inc,"97290 Stephanie Mountains Apt. 247
Lindseyburgh, WY 63235",Coleburgh,+1-926-386-9945x8729,12,2,10
370,330,38,Cancelled,2025-03-14 17:07:00,Alexander Mullins,Charity,Josephview,(248)481-7680,Rice,49,2025-03-19,407,Restaurant,North Charlesside,Vegan,Snacks,Douglas and Sons,"6331 Kathleen Hill Apt. 153
Johntown, ND 42493",North Charlesside,(883)611-4618x987,4,17,14
371,677,658,Pending,2025-03-20 03:44:00,Frank Olson,Shelter,South Anthonyside,001-996-747-5678x5051,Dairy,43,2025-03-16,672,Catering Service,North Mariahchester,Vegan,Breakfast,"Ferguson, Henderson and Watson","89711 Cassandra Overpass
Williamchester, AZ 28267",North Mariahchester,351-379-8297x4923,-5,3,20
372,804,2,Cancelled,2025-03-03 09:19:00,Laurie Ramos,Individual,Lewisburgh,761.042.1570,Fruits,47,2025-03-27,16,Catering Service,West Vanessafort,Vegan,Breakfast,Brown and Sons,"1745 Chan Ridges
Ginaville, OK 07163",West Vanessafort,018-471-0550x16593,23,9,3
373,866,420,Pending,2025-03-19 10:49:00,Susan Green,Charity,Josephborough,+1-716-778-7428x09975,Fish,7,2025-03-29,169,Grocery Store,Lindseyland,Vegetarian,Dinner,Hines-Green,"121 Monica Loaf
Charlesshire, MO 59196",Lindseyland,(054)626-5986x842,9,10,19
374,72,696,Pending,2025-03-10 14:14:00,Kellie Hart,Charity,Changview,+1-235-589-9126x33112,Dairy,11,2025-03-24,293,Catering Service,Joneshaven,Vegan,Dinner,Ibarra and Sons,"Unit 2034 Box 3584
DPO AE 66830",Joneshaven,855-385-3050x223,13,14,10
375,342,908,Completed,2025-03-14 02:51:00,Abigail Crawford,NGO,Lake Shawn,(010)152-8668,Vegetables,5,2025-03-27,766,Catering Service,Jonathanmouth,Vegetarian,Lunch,Parker Group,"017 David Crossing Suite 956
South Debraview, MO 17664",Jonathanmouth,197.775.7862x84876,12,2,14
376,981,990,Pending,2025-03-15 21:23:00,Patricia Hardy,Shelter,Thomasport,076.687.3532x03467,Dairy,47,2025-03-18,999,Grocery Store,Stevenchester,Vegan,Breakfast,Moody Ltd,"17580 Ernest Hills
Lake Michaelmouth, OR 56416",Stevenchester,637.300.3664x4880,2,21,15
377,901,190,Pending,2025-03-08 05:43:00,Maria Jackson,Charity,North Shelby,016.041.6963x060,Vegetables,38,2025-03-26,183,Grocery Store,South Anne,Vegetarian,Dinner,Elliott-Stephens,"240 Brian Circle Apt. 335
Morrowfurt, KS 49845",South Anne,(416)071-3611x991,17,5,8
378,765,904,Completed,2025-03-08 13:50:00,Amanda Kline,Shelter,East Travis,001-265-376-3204x275,Soup,1,2025-03-28,161,Supermarket,Perezport,Vegan,Lunch,Campbell LLC,"8423 Karen Trace Apt. 648
Johnland, IA 21810",Perezport,001-211-446-3315x74760,19,13,8
379,271,249,Cancelled,2025-03-14 23:15:00,Zachary Lewis,Charity,Lake Kelli,0318694632,Rice,22,2025-03-17,254,Restaurant,Reidland,Vegan,Breakfast,Huber Group,"36361 Roger Trail Apt. 099
Ashleybury, MD 98039",Reidland,001-841-494-8011x4394,2,23,14
380,217,855,Pending,2025-03-11 18:33:00,Robert Abbott,NGO,Collierburgh,+1-114-532-8181x037,Soup,42,2025-03-23,290,Supermarket,Bradleyport,Vegetarian,Lunch,"Webb, Phillips and Garcia","09931 Snyder Station Apt. 218
Ritterborough, IL 82418",Bradleyport,001-401-943-3400,11,18,11
381,926,96,Cancelled,2025-03-09 09:09:00,Michael Walls,Individual,Carterside,650-930-7741,Rice,41,2025-03-16,240,Catering Service,Andreaborough,Vegetarian,Snacks,Marshall Ltd,"30050 Christine Square Apt. 097
Kingfort, KS 26841",Andreaborough,+1-314-339-0357x53136,6,9,9
382,782,804,Cancelled,2025-03-20 05:46:00,Elizabeth Cochran,NGO,Theresabury,7711350025,Rice,49,2025-03-28,566,Catering Service,New Rachel,Non-Vegetarian,Snacks,Cole-Stein,"782 Flynn Plaza
North Francesburgh, KY 21221",New Rachel,(322)115-7175x12748,7,5,20
383,920,673,Completed,2025-03-09 10:55:00,Shelly Castillo,Charity,Chenview,001-984-641-2359x15247,Soup,2,2025-03-19,691,Restaurant,Youngchester,Vegetarian,Snacks,"Obrien, King and Robinson","560 Diane Place
North Carla, SC 62821",Youngchester,+1-513-264-8229x419,9,10,9
384,389,843,Completed,2025-03-05 23:56:00,Glenn Anthony,Charity,Halltown,502-960-7549,Vegetables,30,2025-03-18,707,Supermarket,Laurietown,Non-Vegetarian,Snacks,"Peterson, Lee and Moore","439 Dana Vista
North Tracyton, TN 34903",Laurietown,710-623-8778x66342,12,23,5
385,594,494,Pending,2025-03-03 21:27:00,Timothy Chavez,Individual,Brooksmouth,(939)046-4362x26066,Chicken,35,2025-03-28,140,Restaurant,Watsonstad,Non-Vegetarian,Breakfast,Zhang LLC,"6343 Sanders Park Suite 844
Port Brendaton, FL 49650",Watsonstad,001-943-679-8869x4358,24,21,3
386,979,553,Cancelled,2025-03-04 09:36:00,Scott Proctor,Shelter,Adamland,(998)282-2315x7499,Pasta,43,2025-03-16,584,Supermarket,Moralesside,Vegetarian,Lunch,Sanders-Hale,"41546 Frank Islands
Lake Reginaldberg, AR 06319",Moralesside,+1-625-938-4941x95891,11,9,4
387,94,547,Cancelled,2025-03-19 21:23:00,James Kennedy,Charity,South Donaldshire,543.901.8742x48816,Rice,35,2025-03-16,722,Restaurant,Linchester,Vegetarian,Lunch,Young-Luna,"42661 Harris Motorway Apt. 610
Garrettville, OH 22338",Linchester,001-367-389-8038x71593,-4,21,19
388,16,418,Completed,2025-03-05 01:43:00,Miss Mary Turner,Charity,North Holly,899-330-2450,Dairy,6,2025-03-26,862,Grocery Store,East Tammy,Vegan,Snacks,Obrien-Carr,"7915 Jacob Tunnel Suite 241
New Lisaport, HI 08755",East Tammy,096.381.4881x4011,20,1,5
389,151,965,Cancelled,2025-03-04 19:08:00,Ashley Silva,NGO,Port Thomas,(553)048-3123x8350,Chicken,19,2025-03-23,902,Supermarket,Port Robertport,Vegetarian,Dinner,Parsons Ltd,"13271 Michael Way Apt. 244
South Jennifer, AK 74009",Port Robertport,445-558-2787x92329,18,19,4
390,398,414,Completed,2025-03-10 18:36:00,Dr. Matthew Hughes DDS,NGO,Christopherchester,+1-126-714-2290x91321,Dairy,27,2025-03-20,802,Catering Service,North Katherineshire,Non-Vegetarian,Snacks,Williams Inc,"269 Isaiah Point Suite 901
Lake Shaneville, KS 49945",North Katherineshire,(134)266-7104x2168,9,18,10
391,807,950,Completed,2025-03-04 20:52:00,Caitlin Bennett,NGO,Delacruzborough,(351)050-3132x9588,Salad,35,2025-03-19,474,Catering Service,South Nicole,Vegetarian,Dinner,Gonzalez Inc,"0269 Sanchez Fields
Alexanderfurt, AL 45894",South Nicole,679-305-8392,14,20,4
392,116,600,Completed,2025-03-08 21:48:00,Bruce Alexander,Individual,New Tammyhaven,376.501.2938,Soup,32,2025-03-23,570,Supermarket,Lake Vanessa,Vegetarian,Lunch,"Jones, Calderon and Finley","213 Rodriguez Club Apt. 768
Murphyhaven, ND 27372",Lake Vanessa,001-277-343-9322x828,14,21,8
393,390,684,Pending,2025-03-21 00:15:00,Kiara Martinez,Individual,Ellisborough,829-939-8804,Soup,19,2025-03-27,264,Catering Service,New Richard,Non-Vegetarian,Lunch,Holland and Sons,"430 Tyler View Apt. 166
South Katherine, TX 04269",New Richard,184-401-2586x9344,5,0,21
394,211,697,Pending,2025-03-05 16:12:00,Laura Leach,Charity,Davidtown,5465940771,Chicken,37,2025-03-22,242,Restaurant,Michaelport,Vegetarian,Snacks,Aguilar-Frederick,"6353 Chad Circles
Brewerland, NM 53897",Michaelport,+1-057-752-7548,16,16,5
395,681,785,Cancelled,2025-03-16 12:18:00,Melissa Lee,Charity,Brownport,(833)194-0479x719,Bread,28,2025-03-27,616,Restaurant,Clarkberg,Non-Vegetarian,Breakfast,Moore-Flowers,"57451 Davis Port Apt. 531
East John, CT 19104",Clarkberg,(256)326-8681x6129,10,12,16
396,50,436,Completed,2025-03-16 23:56:00,Jacqueline Turner,NGO,Robertsport,937.841.8251,Salad,28,2025-03-23,514,Supermarket,Maxwellburgh,Vegetarian,Dinner,Roy-Hancock,"203 Dawn Ridge
Loganshire, SC 01665",Maxwellburgh,(186)046-9157,6,23,16
397,45,435,Pending,2025-03-04 14:58:00,Whitney Evans,Shelter,Martinezside,001-355-911-9659,Fish,17,2025-03-24,874,Catering Service,Priceland,Non-Vegetarian,Lunch,Long-Alexander,"4601 Samuel Ranch Suite 442
New Ronald, SC 13631",Priceland,328-638-0829x010,19,14,4
398,548,459,Pending,2025-03-06 17:22:00,Brandon Riley,NGO,Powerston,742-364-6134,Fish,26,2025-03-19,714,Catering Service,North William,Vegan,Snacks,Ramos Group,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,12,17,6
399,947,241,Pending,2025-03-06 19:27:00,Elizabeth Dunn,Charity,Wilsonfurt,(069)221-0114,Bread,29,2025-03-19,176,Restaurant,East John,Vegetarian,Breakfast,Allen-Mccullough,"3715 White Gardens Apt. 568
South Sarah, AK 76176",East John,8921994982,12,19,6
400,373,613,Completed,2025-03-15 12:26:00,Renee Campbell,Shelter,North Tiffanyfort,199.375.0653x151,Rice,39,2025-03-21,252,Grocery Store,Phillipsfort,Non-Vegetarian,Lunch,Blair LLC,"084 Alejandro Ports Apt. 820
Sarahton, LA 54906",Phillipsfort,(213)522-3298x866,5,12,15
401,174,595,Pending,2025-03-11 00:28:00,Courtney Whitney,Individual,West Mariashire,001-528-446-7897,Chicken,23,2025-03-22,903,Catering Service,Lake Kari,Vegan,Breakfast,"Galloway, Hall and Oconnell","08907 Paige Canyon Suite 640
West Michaelborough, RI 85483",Lake Kari,(558)699-9188x092,10,0,11
402,379,872,Pending,2025-03-08 00:59:00,Lori Peters,Individual,Annaborough,270.652.6057x691,Rice,14,2025-03-18,312,Restaurant,North Ianbury,Vegetarian,Lunch,Garcia-Hunter,"019 Amy Station
South Daniel, MD 51890",North Ianbury,150-729-4411,9,0,8
403,141,693,Pending,2025-03-02 08:42:00,Carl Brewer,Individual,Nelsonbury,846-764-5157x7104,Dairy,33,2025-03-29,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch,Moreno-Melton,"88171 Teresa Station
New Shane, UT 53712",Lake Mistyton,001-098-297-7862x776,26,8,2
404,475,63,Cancelled,2025-03-12 23:03:00,David Turner,Charity,East William,4456052297,Pasta,13,2025-03-26,357,Supermarket,Donnaborough,Vegetarian,Dinner,Carey PLC,"77230 Nicole Row Suite 887
East Joshua, KS 15916",Donnaborough,001-734-038-0600x959,13,23,12
405,548,858,Completed,2025-03-18 02:49:00,Ashley Harris,Individual,Lake Stephenchester,001-680-582-4607x74285,Fish,26,2025-03-19,714,Catering Service,North William,Vegan,Snacks,Ramos Group,"2242 Olivia Grove
Haileymouth, NH 71518",North William,727-987-0431x177,0,2,18
406,606,833,Pending,2025-03-05 08:16:00,Kelly Pierce,Shelter,West Josephland,370.467.1150x479,Pasta,36,2025-03-22,932,Supermarket,New Ginaborough,Vegetarian,Dinner,"Jones, Allison and Ellison","95536 Hunt Harbor Apt. 227
North Alexisbury, AR 45373",New Ginaborough,(692)324-3942x4267,16,8,5
407,722,935,Pending,2025-03-12 18:28:00,John Harris,NGO,Riverafort,+1-827-545-0294x5697,Soup,43,2025-03-26,306,Catering Service,North Keith,Vegetarian,Dinner,"Evans, Wright and Mitchell","73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224,13,18,12
408,730,390,Pending,2025-03-08 08:56:00,Victor Crawford,NGO,New Brandonton,+1-389-087-5252x62752,Soup,15,2025-03-19,372,Restaurant,Lewisberg,Vegan,Lunch,Elliott-Jones,"Unit 8546 Box 6518
DPO AE 36672",Lewisberg,690.272.6499,10,8,8
409,995,159,Cancelled,2025-03-08 21:36:00,Angela Cortez,NGO,Lisaton,+1-685-216-4851x71780,Rice,37,2025-03-23,868,Grocery Store,Rodriguezview,Vegan,Snacks,"West, Martinez and Warren","185 Bruce Mission
Janeburgh, MI 52383",Rodriguezview,(042)376-1212x66871,14,21,8
410,114,974,Cancelled,2025-03-01 15:29:00,Mark Miller,NGO,North Joshua,011.361.1154x694,Vegetables,28,2025-03-27,906,Supermarket,West Kevin,Vegan,Breakfast,Wright LLC,"PSC 1473, Box 2158
APO AE 95836",West Kevin,001-515-383-6029x214,25,15,1
411,525,406,Pending,2025-03-18 16:53:00,Ashley Martinez,NGO,Lake Crystal,151-521-2736,Soup,30,2025-03-16,717,Catering Service,Pamelaberg,Vegetarian,Lunch,Shepherd and Sons,"533 Peters Locks Suite 995
West Mindyhaven, MS 87079",Pamelaberg,+1-508-027-9784,-3,16,18
412,981,220,Cancelled,2025-03-03 11:44:00,Cassandra Mendoza,NGO,Dantown,2612673922,Dairy,47,2025-03-18,999,Grocery Store,Stevenchester,Vegan,Breakfast,Moody Ltd,"17580 Ernest Hills
Lake Michaelmouth, OR 56416",Stevenchester,637.300.3664x4880,14,11,3
413,88,791,Completed,2025-03-10 20:51:00,David Kennedy,Charity,Port Caleb,001-061-612-9715x40982,Vegetables,22,2025-03-21,491,Supermarket,Samanthabury,Non-Vegetarian,Dinner,Wilkerson-Woods,"51520 Deborah Views Apt. 001
Moranbury, VT 92348",Samanthabury,3597678978,10,20,10
